AveMonthSpend,Age,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
63,25,Partial High School,Manual,M,S,1,2,0,0,32061
46,25,Partial High School,Manual,F,S,0,2,0,0,24844
43,25,Partial High School,Manual,F,S,0,2,0,0,14123
61,25,Partial High School,Manual,M,S,1,2,0,0,23328
36,25,Partial High School,Manual,F,S,1,2,0,0,23043
62,24,High School,Manual,M,S,0,1,0,0,39562
58,24,Bachelors ,Skilled Manual,F,M,1,0,1,1,50280
91,24,Bachelors ,Skilled Manual,M,M,1,1,1,1,74498
46,25,High School,Manual,F,S,1,1,0,0,40705
65,25,High School,Manual,M,S,1,1,0,0,52257
56,25,Partial College,Clerical,F,S,1,0,2,2,49681
101,25,Partial College,Clerical,M,M,0,0,2,2,45184
89,25,Partial College,Clerical,M,S,1,0,2,2,59093
54,26,Partial High School,Manual,M,S,0,2,0,0,10543
41,26,Partial High School,Manual,F,S,0,2,0,0,5380
44,26,High School,Manual,F,S,0,1,0,0,38523
67,26,High School,Manual,M,S,0,1,0,0,50090
56,27,Partial College,Clerical,F,S,1,0,2,2,37926
54,27,Partial College,Clerical,F,S,1,0,2,2,42716
90,27,Partial College,Clerical,M,S,1,0,2,2,43323
91,26,Partial College,Clerical,M,S,1,1,2,2,66849
59,27,Partial College,Clerical,F,M,0,2,2,2,52390
59,22,Partial College,Clerical,F,S,1,0,3,3,26887
97,22,Partial College,Clerical,M,S,1,1,3,3,60136
64,23,Partial College,Clerical,F,S,1,2,3,3,35796
39,66,Graduate Degree,Skilled Manual,F,M,1,1,0,1,50393
54,31,Graduate Degree,Skilled Manual,F,S,1,0,0,0,95504
48,31,Graduate Degree,Skilled Manual,F,S,1,0,0,0,93417
71,44,Bachelors ,Skilled Manual,M,M,1,1,0,1,63057
46,44,Bachelors ,Skilled Manual,F,M,1,1,0,1,46682
44,44,Partial College,Clerical,F,M,1,1,0,1,43708
70,43,High School,Clerical,M,M,1,1,0,1,50644
76,43,High School,Clerical,M,M,1,1,0,1,60425
72,42,Partial College,Clerical,M,M,1,1,0,1,50704
72,42,Partial College,Clerical,M,M,1,1,0,1,47583
52,42,Partial College,Clerical,F,M,1,1,0,1,50166
40,42,Partial College,Clerical,F,M,1,1,0,1,46633
49,42,Partial College,Clerical,F,M,1,1,0,1,54696
77,42,Partial College,Clerical,M,M,1,1,0,1,65725
85,42,Graduate Degree,Skilled Manual,M,M,0,0,0,5,137478
73,41,Partial College,Clerical,M,M,1,1,0,1,51063
52,41,Partial College,Clerical,F,M,1,1,0,1,48683
70,41,Partial College,Clerical,M,M,1,1,0,1,45076
71,41,Partial College,Clerical,M,M,1,1,0,1,55776
47,41,Partial College,Clerical,F,M,1,1,0,1,41574
48,41,Partial College,Clerical,F,M,1,1,0,1,53465
74,41,Partial College,Clerical,M,M,1,1,0,1,56490
71,41,Partial College,Clerical,M,M,1,1,0,1,55096
56,41,Graduate Degree,Skilled Manual,F,S,1,0,0,5,90408
51,40,Partial College,Clerical,F,M,1,1,0,1,48266
40,40,Partial College,Clerical,F,M,1,1,0,1,26806
80,39,Graduate Degree,Skilled Manual,M,S,1,0,0,4,114225
49,39,Graduate Degree,Skilled Manual,F,S,1,0,0,4,88666
87,39,Graduate Degree,Skilled Manual,M,M,1,0,0,4,113684
84,39,Graduate Degree,Skilled Manual,M,M,1,0,0,4,108850
49,38,Graduate Degree,Skilled Manual,F,S,1,0,0,4,86417
78,38,Graduate Degree,Skilled Manual,M,M,0,0,0,4,102081
80,38,Graduate Degree,Skilled Manual,M,S,1,0,0,4,107125
77,29,Partial College,Manual,M,M,1,1,1,1,20810
70,29,Bachelors ,Clerical,M,M,1,0,0,1,56105
44,29,Bachelors ,Clerical,F,S,1,0,0,1,40034
66,29,Bachelors ,Clerical,M,S,1,0,0,1,61927
54,29,Bachelors ,Clerical,F,M,1,0,0,1,61000
49,29,Bachelors ,Clerical,F,S,0,0,1,1,56205
76,29,Graduate Degree,Clerical,M,M,1,0,0,0,76073
48,29,Graduate Degree,Clerical,F,S,1,0,0,0,67765
74,29,Bachelors ,Clerical,M,M,1,0,0,0,53271
55,30,Partial College,Manual,F,M,1,1,1,1,21279
49,71,Bachelors ,Clerical,M,M,1,1,0,1,49790
68,30,Partial College,Manual,M,S,0,1,1,1,24890
51,30,High School,Manual,F,M,1,1,1,1,20628
81,30,Bachelors ,Clerical,M,M,1,0,1,1,40422
58,30,Bachelors ,Clerical,F,M,1,1,1,1,45629
58,30,Bachelors ,Clerical,F,M,1,1,1,1,45629
72,31,Partial High School,Manual,F,S,1,2,4,5,29515
80,31,High School,Manual,M,M,1,1,1,1,25236
74,31,High School,Manual,M,S,1,0,2,2,18162
80,31,High School,Manual,M,S,1,0,2,2,20683
75,30,Bachelors ,Clerical,M,M,1,0,0,0,60590
57,30,Bachelors ,Clerical,F,M,0,0,0,0,51584
34,70,High School,Manual,F,M,0,2,0,4,38447
79,31,Bachelors ,Clerical,M,S,0,1,1,1,53765
80,31,Bachelors ,Skilled Manual,M,M,1,1,1,1,51595
90,32,Partial High School,Manual,M,S,1,2,3,5,19085
79,32,High School,Manual,M,S,1,1,2,2,10890
48,33,Partial High School,Manual,F,S,1,1,2,5,17070
76,33,High School,Manual,M,S,1,2,2,2,20568
57,33,High School,Manual,F,S,1,0,3,3,16081
85,33,High School,Manual,M,S,1,0,3,3,29219
61,33,High School,Manual,F,S,1,1,3,3,23396
57,33,Bachelors ,Skilled Manual,F,M,1,2,1,1,43088
95,34,High School,Manual,M,S,1,2,3,3,24670
34,64,Partial College,Manual,F,M,1,1,0,2,21036
81,31,Bachelors ,Professional,M,M,1,0,0,0,61985
39,63,Graduate Degree,Skilled Manual,F,M,1,0,0,1,56680
56,32,Partial College,Clerical,F,S,1,1,2,2,43877
96,32,Partial College,Clerical,M,S,1,1,2,2,55323
57,32,Partial College,Clerical,F,S,1,1,2,2,52410
46,32,Bachelors ,Skilled Manual,F,M,1,0,0,1,45951
55,33,Partial College,Clerical,F,S,1,2,2,2,39565
83,33,Bachelors ,Skilled Manual,M,M,1,0,0,1,70832
45,33,Bachelors ,Skilled Manual,F,M,1,0,0,1,50906
90,34,Partial College,Clerical,M,S,1,2,2,2,61189
59,20,High School,Manual,M,S,0,1,0,0,26733
58,18,High School,Manual,F,S,1,2,4,4,16365
63,18,Partial College,Clerical,F,S,1,1,3,3,43479
49,34,Bachelors ,Skilled Manual,F,M,1,0,0,1,44709
75,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,57683
68,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,50197
45,34,Bachelors ,Skilled Manual,F,M,1,0,0,1,43431
77,34,Bachelors ,Skilled Manual,M,M,1,0,0,1,61874
48,35,Partial College,Clerical,F,S,1,1,0,1,47092
48,35,Partial College,Clerical,F,S,1,1,0,1,34330
55,35,Bachelors ,Skilled Manual,F,M,1,1,0,1,71876
52,35,Bachelors ,Skilled Manual,F,M,1,1,0,1,53424
59,19,Partial College,Clerical,F,S,1,2,3,3,41401
73,19,Partial College,Clerical,F,S,1,2,4,4,52011
42,22,Partial High School,Manual,F,S,1,2,0,0,22693
39,22,Partial High School,Manual,F,S,1,2,0,0,24445
43,22,High School,Manual,F,S,0,1,0,0,14822
40,21,High School,Manual,F,M,0,1,0,0,17365
43,21,Partial College,Clerical,F,S,0,1,0,0,43477
42,22,Partial College,Clerical,F,S,0,1,0,0,31729
35,23,Partial High School,Manual,F,S,0,2,0,0,12163
43,23,Partial High School,Manual,F,S,0,2,0,0,18487
51,38,Graduate Degree,Skilled Manual,F,S,1,0,0,4,99900
88,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,107171
82,38,Graduate Degree,Skilled Manual,M,M,1,0,0,4,107244
118,25,High School,Skilled Manual,M,M,1,3,4,4,48973
74,25,Graduate Degree,Skilled Manual,M,M,1,0,0,0,74505
78,24,Graduate Degree,Skilled Manual,M,S,0,0,0,0,69929
42,24,Graduate Degree,Skilled Manual,F,S,1,0,0,1,50467
84,24,Graduate Degree,Skilled Manual,M,M,1,0,0,1,76944
48,26,Graduate Degree,Skilled Manual,F,S,1,0,0,1,91056
51,26,Graduate Degree,Skilled Manual,F,S,1,0,0,1,85508
96,26,Graduate Degree,Skilled Manual,M,M,1,0,1,1,104590
65,26,Graduate Degree,Skilled Manual,F,M,1,0,1,1,104378
94,26,Graduate Degree,Skilled Manual,M,M,1,0,1,1,100564
94,26,Graduate Degree,Skilled Manual,M,M,1,0,1,1,93869
68,26,Graduate Degree,Skilled Manual,F,M,1,0,1,1,93055
96,25,Graduate Degree,Skilled Manual,M,M,1,0,1,1,82264
51,25,Graduate Degree,Professional,F,M,1,0,0,2,82560
50,25,Graduate Degree,Professional,F,M,1,0,0,2,91534
53,27,Bachelors ,Skilled Manual,F,M,1,0,1,1,49912
62,27,Bachelors ,Skilled Manual,F,M,1,0,1,1,60597
60,27,Bachelors ,Skilled Manual,F,M,1,0,1,1,50928
51,27,Bachelors ,Skilled Manual,F,M,1,1,1,1,44829
86,27,Graduate Degree,Professional,M,M,1,0,0,1,105936
100,28,Bachelors ,Skilled Manual,M,M,1,0,2,2,59477
61,28,Bachelors ,Skilled Manual,F,S,1,0,2,2,47559
55,28,Bachelors ,Skilled Manual,F,S,1,0,2,2,43039
52,28,Graduate Degree,Professional,F,M,1,0,0,1,99558
85,26,Graduate Degree,Professional,M,M,1,0,0,1,115097
83,26,Graduate Degree,Professional,M,M,1,0,0,1,110512
54,26,Graduate Degree,Professional,F,M,1,0,0,1,82114
87,26,Graduate Degree,Professional,M,M,1,0,0,1,116805
73,28,Graduate Degree,Professional,M,S,1,0,0,1,110231
75,29,High School,Skilled Manual,F,S,1,3,4,4,46581
113,29,Bachelors ,Skilled Manual,M,M,1,0,2,2,107188
51,30,Bachelors ,Professional,F,S,0,1,0,0,75274
52,27,Graduate Degree,Professional,F,M,1,0,0,1,107703
60,27,Graduate Degree,Professional,F,M,1,0,0,4,96811
59,27,Graduate Degree,Professional,F,M,1,0,0,2,114090
102,30,Bachelors ,Skilled Manual,M,S,0,1,2,2,101198
62,30,Bachelors ,Skilled Manual,F,S,1,1,2,2,84253
112,31,Bachelors ,Skilled Manual,M,S,0,0,3,3,102431
74,31,Bachelors ,Skilled Manual,F,S,1,0,3,3,85442
111,31,Bachelors ,Skilled Manual,M,S,1,0,3,3,79661
129,31,Bachelors ,Skilled Manual,M,M,1,0,3,3,96722
58,31,Graduate Degree,Professional,F,M,1,0,0,0,88139
54,31,Graduate Degree,Professional,F,M,1,0,0,4,94746
57,31,Graduate Degree,Professional,F,M,1,0,0,4,98836
54,28,Graduate Degree,Professional,F,M,1,0,0,2,98187
52,28,Graduate Degree,Professional,F,M,1,0,0,5,74466
55,28,Graduate Degree,Professional,F,M,1,0,0,5,79154
88,28,Graduate Degree,Professional,F,S,1,2,5,5,98805
163,28,Graduate Degree,Professional,M,M,0,3,5,5,115904
84,28,Graduate Degree,Professional,M,S,1,0,0,3,131718
91,28,Graduate Degree,Professional,M,M,1,0,0,3,147410
51,32,Bachelors ,Professional,F,S,1,1,0,0,65312
46,32,Bachelors ,Professional,F,S,0,1,0,0,55975
64,32,Bachelors ,Professional,M,S,0,1,0,0,67714
121,32,Bachelors ,Skilled Manual,M,S,1,1,3,3,135901
136,32,Bachelors ,Skilled Manual,M,M,1,2,3,3,136334
75,32,Bachelors ,Skilled Manual,F,S,1,2,3,3,97845
124,32,Bachelors ,Skilled Manual,M,S,1,3,3,3,111859
141,32,Bachelors ,Skilled Manual,M,M,1,0,4,4,110193
52,32,Graduate Degree,Professional,F,M,1,1,0,0,89798
90,32,Graduate Degree,Professional,M,M,1,1,0,0,116306
73,33,Bachelors ,Professional,M,S,0,1,0,0,58168
142,33,Bachelors ,Skilled Manual,M,M,1,2,5,5,70117
84,33,Bachelors ,Skilled Manual,F,S,1,3,5,5,50975
78,33,Bachelors ,Skilled Manual,F,S,1,3,5,5,33862
66,34,Bachelors ,Professional,M,S,0,1,0,0,72694
48,29,Bachelors ,Professional,F,S,0,1,0,0,78637
68,34,Graduate Degree,Professional,F,S,1,0,2,3,98175
48,35,Bachelors ,Professional,F,S,1,1,0,1,89463
45,35,Bachelors ,Professional,F,S,0,1,0,1,79356
54,35,Bachelors ,Professional,F,S,1,1,0,1,86517
54,35,Bachelors ,Professional,F,S,0,1,0,1,72889
49,35,Partial College,Skilled Manual,F,M,1,1,0,1,63779
49,35,Partial College,Skilled Manual,F,M,1,1,0,1,73827
82,35,Partial College,Skilled Manual,M,M,1,1,0,1,101313
114,36,High School,Skilled Manual,M,M,1,3,3,4,65526
98,36,High School,Skilled Manual,M,M,1,2,2,4,49716
51,36,Partial College,Skilled Manual,F,M,1,1,0,1,66391
100,37,High School,Skilled Manual,M,M,0,2,2,4,57140
62,37,High School,Skilled Manual,F,S,1,2,2,4,54342
49,30,Partial College,Skilled Manual,F,S,0,1,0,0,78239
75,30,Partial College,Skilled Manual,M,S,1,1,0,0,90319
76,30,Graduate Degree,Professional,M,S,1,1,0,0,100269
80,30,Graduate Degree,Professional,M,S,0,1,0,0,116688
75,30,Graduate Degree,Professional,M,S,0,1,0,0,113820
53,30,Graduate Degree,Professional,F,S,0,1,0,0,100471
38,69,High School,Skilled Manual,F,M,0,2,0,3,26527
61,37,Partial College,Skilled Manual,F,M,1,1,0,1,83623
89,38,Graduate Degree,Professional,M,M,1,0,0,2,144815
80,38,Graduate Degree,Professional,M,S,1,0,0,3,135571
55,39,Bachelors ,Professional,F,M,1,1,0,1,89792
82,39,Bachelors ,Professional,M,M,1,1,0,1,101460
58,39,Graduate Degree,Professional,F,M,1,0,0,5,128851
55,28,Graduate Degree,Management,F,M,0,0,0,1,120483
49,28,Graduate Degree,Management,F,S,1,0,0,1,112465
54,28,Graduate Degree,Management,F,M,1,0,0,1,117714
49,28,Graduate Degree,Management,F,S,1,0,0,1,105396
108,29,Bachelors ,Professional,M,M,1,1,2,2,84349
110,29,Bachelors ,Professional,M,M,1,1,2,2,102832
168,27,Graduate Degree,Management,M,M,1,2,5,5,146216
59,27,Bachelors ,Professional,F,M,1,0,0,2,104652
76,29,Bachelors ,Professional,F,M,1,1,2,2,82967
88,30,Bachelors ,Professional,F,S,1,3,5,5,79796
88,28,Graduate Degree,Management,M,M,1,1,0,1,183288
87,28,Graduate Degree,Management,M,S,1,1,0,1,170437
168,30,Graduate Degree,Management,M,M,0,2,5,5,157853
99,30,Graduate Degree,Management,F,M,1,2,5,5,105118
168,30,Graduate Degree,Management,M,M,0,2,5,5,146695
99,31,Graduate Degree,Management,F,M,0,3,5,5,115240
48,31,Bachelors ,Professional,F,S,0,0,0,0,114551
122,32,Bachelors ,Professional,M,M,1,1,3,3,89148
74,32,Bachelors ,Professional,F,M,1,1,3,3,75232
77,32,Bachelors ,Professional,F,M,1,2,3,3,91547
43,32,Bachelors ,Professional,F,S,0,1,0,0,92619
98,34,Graduate Degree,Professional,M,S,0,0,2,3,104192
98,34,Graduate Degree,Professional,M,S,0,0,2,3,104192
140,33,Bachelors ,Professional,M,M,0,1,4,4,103521
51,29,Bachelors ,Management,F,S,0,3,0,2,102608
102,29,Graduate Degree,Management,M,M,1,2,1,1,187246
65,18,Partial College,Skilled Manual,M,M,1,1,0,0,53704
40,51,Partial College,Clerical,F,S,1,2,0,2,42153
62,50,Partial High School,Clerical,M,M,1,2,1,2,15395
40,50,High School,Skilled Manual,F,S,1,2,0,4,10014
76,50,Partial College,Clerical,M,M,0,2,0,2,54095
67,50,Partial College,Clerical,M,M,0,2,0,2,53457
45,49,Partial High School,Clerical,F,S,1,2,1,2,28987
65,20,Partial High School,Clerical,M,S,1,2,0,0,51795
64,20,Partial College,Skilled Manual,M,S,1,1,0,0,36738
45,20,Partial College,Skilled Manual,F,S,0,1,0,0,40944
50,20,Partial College,Skilled Manual,F,S,1,2,0,0,80962
69,20,Partial College,Skilled Manual,M,S,0,2,0,0,73828
77,20,Partial College,Skilled Manual,M,M,1,2,0,0,96855
76,21,Partial College,Skilled Manual,M,S,0,2,0,0,97567
45,48,Partial High School,Clerical,F,S,1,2,1,2,16941
40,47,Partial College,Clerical,F,S,1,2,0,3,46252
70,47,High School,Skilled Manual,M,M,0,2,0,3,56295
72,47,Bachelors ,Management,M,M,0,2,0,2,81019
35,17,Partial College,Skilled Manual,F,S,0,2,0,0,33446
69,46,High School,Skilled Manual,M,M,1,2,0,3,53957
45,46,High School,Skilled Manual,F,M,1,2,0,3,58292
48,45,High School,Skilled Manual,F,M,0,2,0,3,39606
50,45,High School,Skilled Manual,F,M,0,2,0,3,39604
46,45,High School,Skilled Manual,F,M,1,2,0,3,39425
78,45,High School,Skilled Manual,M,M,1,2,0,3,75289
71,45,Partial College,Clerical,M,M,0,2,0,2,53959
50,45,Partial College,Skilled Manual,F,M,1,2,0,2,45750
42,44,Partial College,Skilled Manual,F,M,0,2,0,3,33039
73,44,Partial College,Skilled Manual,M,M,0,2,0,3,51307
81,43,Partial College,Skilled Manual,M,S,0,2,0,2,115407
65,22,Partial College,Skilled Manual,M,S,0,2,0,0,46485
64,22,Partial College,Skilled Manual,M,S,0,2,0,0,56381
69,22,Partial College,Skilled Manual,M,M,1,2,0,0,44359
66,22,High School,Skilled Manual,M,S,1,2,0,0,45253
48,22,High School,Skilled Manual,F,S,1,2,0,0,32612
69,22,High School,Skilled Manual,M,M,1,2,0,0,40940
75,22,High School,Skilled Manual,M,M,1,2,0,0,59289
67,23,High School,Skilled Manual,M,S,0,2,0,0,47387
69,23,High School,Skilled Manual,M,S,1,2,0,0,41557
45,23,High School,Skilled Manual,F,S,1,2,0,0,18335
39,23,High School,Skilled Manual,F,S,0,2,0,0,38502
64,23,High School,Skilled Manual,M,S,0,2,0,0,42887
41,23,High School,Skilled Manual,F,S,0,2,0,0,43849
72,23,High School,Skilled Manual,M,M,1,2,0,0,46921
47,24,Partial College,Skilled Manual,F,S,1,2,0,0,60342
78,24,Partial College,Skilled Manual,M,M,1,2,0,0,80923
54,21,Partial College,Professional,F,M,1,2,0,0,74378
50,21,Partial College,Professional,F,M,1,2,0,0,75507
83,42,High School,Skilled Manual,M,M,0,2,0,2,106571
76,42,High School,Skilled Manual,M,S,0,2,0,2,112543
48,41,High School,Skilled Manual,F,S,1,2,0,2,68253
74,40,High School,Professional,M,S,0,2,0,2,123817
54,40,High School,Professional,F,S,0,2,0,2,103533
50,40,High School,Professional,F,S,0,2,0,2,85529
93,39,Graduate Degree,Management,M,S,1,0,1,1,165510
70,23,High School,Professional,M,S,0,2,0,0,69876
62,23,Partial High School,Skilled Manual,M,S,1,2,0,0,42656
69,23,Partial College,Professional,M,S,1,2,0,0,90853
72,23,Partial College,Professional,M,S,1,2,0,0,82673
49,23,Partial College,Professional,F,S,0,2,0,0,63750
75,38,Bachelors ,Management,F,M,1,2,2,2,148633
101,38,Graduate Degree,Management,M,S,0,3,1,1,177845
108,31,Graduate Degree,Management,M,M,1,4,1,1,176840
51,40,Partial High School,Skilled Manual,F,S,0,2,0,2,88148
73,40,High School,Professional,M,S,1,2,0,2,84257
80,40,High School,Professional,M,M,0,2,0,2,88307
88,40,High School,Professional,M,M,0,2,0,2,89257
83,40,High School,Professional,M,M,0,2,0,2,94781
111,40,Partial College,Professional,M,M,0,0,2,3,94355
103,40,Bachelors ,Management,M,M,0,0,1,2,141576
79,40,Partial College,Professional,M,S,1,1,0,2,126837
47,40,Partial College,Professional,F,S,1,1,0,2,82608
74,34,Bachelors ,Professional,M,S,0,1,0,0,105441
79,34,Bachelors ,Professional,M,S,0,1,0,0,99024
57,35,Bachelors ,Professional,F,M,1,1,0,1,93968
55,35,Bachelors ,Professional,F,M,1,1,0,1,85763
84,35,Bachelors ,Professional,M,M,1,1,0,1,110502
62,35,Bachelors ,Professional,F,M,1,1,0,1,93107
85,36,Partial College,Skilled Manual,M,M,1,1,0,1,99413
46,36,Partial College,Skilled Manual,F,S,1,1,0,1,81985
49,36,Partial College,Skilled Manual,F,S,1,1,0,1,77843
49,31,Bachelors ,Professional,F,S,0,1,0,0,117960
84,31,Graduate Degree,Management,M,S,1,1,0,0,181369
84,31,Graduate Degree,Management,M,S,0,2,0,0,180133
56,31,Graduate Degree,Management,F,S,0,3,0,0,154988
50,37,Partial College,Skilled Manual,F,M,1,1,0,1,61557
51,32,Bachelors ,Professional,F,S,0,1,0,0,86385
103,32,Bachelors ,Professional,F,M,1,4,5,5,104975
58,32,Bachelors ,Professional,F,M,1,1,0,0,107872
47,33,Bachelors ,Professional,F,S,0,1,0,0,78655
84,33,Bachelors ,Professional,M,S,0,1,0,0,108632
74,33,Bachelors ,Professional,M,S,0,1,0,0,99630
48,33,Bachelors ,Professional,F,S,0,1,0,0,85074
53,33,Bachelors ,Professional,F,S,1,1,0,0,86328
87,38,Bachelors ,Professional,M,M,1,1,0,1,144751
52,38,Bachelors ,Professional,F,M,1,1,0,1,104365
82,38,Bachelors ,Professional,M,S,1,1,0,1,136421
38,63,Graduate Degree,Management,F,S,1,1,0,1,70302
80,40,Partial College,Skilled Manual,M,S,1,1,0,1,128242
90,37,Partial College,Skilled Manual,F,M,0,3,4,5,67868
82,37,Partial College,Skilled Manual,F,M,1,3,4,5,70867
48,41,Partial College,Skilled Manual,F,S,0,1,0,1,67744
45,44,Bachelors ,Management,F,M,1,1,0,2,49725
74,44,Bachelors ,Management,M,M,1,1,0,2,77997
68,22,High School,Skilled Manual,M,M,1,1,0,0,51899
44,22,High School,Skilled Manual,F,M,1,2,0,0,51003
46,21,High School,Skilled Manual,F,S,0,2,0,0,43484
71,21,High School,Skilled Manual,M,M,1,2,0,0,54066
71,21,High School,Skilled Manual,M,M,1,2,0,0,52555
45,21,High School,Skilled Manual,F,S,0,2,0,0,45309
75,17,High School,Skilled Manual,M,M,0,2,0,0,49049
67,17,High School,Skilled Manual,M,M,1,2,0,0,54339
40,51,High School,Skilled Manual,F,M,1,2,0,5,24150
39,60,Partial College,Clerical,F,S,1,2,0,2,43243
55,19,High School,Skilled Manual,M,S,1,2,0,0,44967
45,19,High School,Skilled Manual,F,M,1,2,0,0,45361
57,18,High School,Skilled Manual,M,S,1,2,0,0,37869
70,18,High School,Skilled Manual,M,M,0,2,0,0,65347
73,58,Graduate Degree,Management,M,M,1,1,0,2,114620
69,57,Partial College,Clerical,M,M,0,2,0,2,55350
42,57,Partial College,Clerical,F,M,0,2,0,2,41566
46,56,Bachelors ,Management,F,M,1,2,0,2,61706
67,56,Bachelors ,Management,M,M,1,2,0,2,61889
73,54,Graduate Degree,Management,M,M,1,1,0,2,110387
74,21,High School,Skilled Manual,M,M,1,2,0,0,58602
42,21,Partial College,Skilled Manual,F,S,1,1,0,0,38448
69,21,Partial College,Skilled Manual,M,M,1,1,0,0,52773
41,21,Partial College,Skilled Manual,F,S,1,1,0,0,25270
72,21,Partial College,Skilled Manual,M,S,0,1,0,0,63947
64,21,Partial College,Skilled Manual,M,M,0,1,0,0,38034
69,23,Partial College,Skilled Manual,M,S,0,1,0,0,57683
40,23,Partial College,Skilled Manual,F,S,1,1,0,0,36864
78,25,Bachelors ,Management,M,S,0,1,0,0,119950
76,25,Bachelors ,Management,M,S,1,1,0,0,119971
51,29,Bachelors ,Management,F,S,1,1,0,0,106153
47,29,Bachelors ,Management,F,S,0,1,0,0,103864
85,29,Bachelors ,Management,M,M,0,1,0,0,123078
54,29,Bachelors ,Management,F,S,0,1,0,0,103304
86,30,Graduate Degree,Management,M,S,0,2,0,0,175805
74,34,Bachelors ,Management,F,S,1,0,3,4,93510
80,55,Bachelors ,Management,M,M,1,2,0,5,129978
48,55,Bachelors ,Management,F,M,1,2,0,5,106520
82,55,Bachelors ,Management,M,M,1,2,0,5,127440
84,55,Bachelors ,Management,M,M,0,2,0,5,123804
76,55,Bachelors ,Management,M,M,1,2,0,5,120554
78,55,Bachelors ,Management,M,M,1,2,0,5,123970
124,55,Graduate Degree,Management,M,M,1,3,3,3,147302
146,55,Graduate Degree,Management,M,M,0,2,4,4,187358
142,55,Graduate Degree,Management,M,M,1,3,4,4,178928
78,55,Graduate Degree,Management,F,S,1,3,4,4,149249
127,55,Graduate Degree,Management,M,S,1,3,4,4,164595
53,54,Bachelors ,Management,F,M,1,2,0,5,110588
136,54,Bachelors ,Management,M,M,1,2,4,4,150420
140,54,Bachelors ,Management,M,M,1,2,4,4,176839
144,54,Bachelors ,Management,M,M,1,2,4,4,161561
87,54,Bachelors ,Management,F,M,0,3,4,4,129962
89,54,Graduate Degree,Management,F,M,1,3,4,4,155049
87,54,Bachelors ,Management,F,M,1,4,4,4,135321
119,54,Bachelors ,Management,M,S,0,4,3,3,169790
83,54,Bachelors ,Management,F,M,0,4,3,3,137461
73,53,Bachelors ,Management,M,S,1,2,0,4,110114
43,53,Bachelors ,Management,F,S,1,2,0,4,87460
45,53,Bachelors ,Management,F,S,1,2,0,4,88227
77,53,Bachelors ,Management,M,M,1,2,0,5,105146
50,52,Bachelors ,Management,F,S,1,2,0,5,88713
78,52,Bachelors ,Management,M,M,1,2,0,5,107510
47,52,Bachelors ,Management,F,S,1,3,0,5,96739
54,52,Bachelors ,Management,F,M,1,2,0,4,92184
78,52,Bachelors ,Management,M,M,1,2,0,4,96903
86,52,Bachelors ,Management,M,M,1,2,0,4,104828
79,52,Bachelors ,Management,M,M,1,2,0,4,110465
48,51,Bachelors ,Management,F,M,1,2,0,4,79213
86,51,Bachelors ,Management,M,M,1,3,0,4,114332
47,51,Bachelors ,Management,F,M,1,3,0,5,86457
53,51,Bachelors ,Management,F,M,1,3,0,5,83349
67,51,Bachelors ,Management,M,S,1,3,0,5,87495
45,51,Bachelors ,Management,F,M,1,3,0,5,85255
74,51,Bachelors ,Management,M,M,1,3,0,5,92093
54,51,Bachelors ,Management,F,M,1,1,1,3,78116
87,51,Bachelors ,Management,M,M,0,1,1,4,99482
80,50,Bachelors ,Management,M,M,0,3,0,5,113383
50,50,Bachelors ,Management,F,M,1,3,0,5,71689
79,50,Bachelors ,Management,M,M,1,3,0,5,108031
83,50,Bachelors ,Management,M,M,1,3,0,5,107551
97,50,Bachelors ,Management,M,M,1,1,1,4,107751
58,50,Bachelors ,Management,F,M,1,1,1,4,75890
48,49,Partial College,Professional,F,S,1,1,1,2,83851
93,49,Partial College,Professional,M,M,1,1,1,2,88039
87,49,Partial College,Professional,M,S,1,1,1,2,93277
